time,value
2024-02-11T16:55:24.893498074Z,55
2024-02-11T16:58:02.1084063Z,167.8000030517578
2024-02-11T16:58:04.33574232Z,55
2024-02-11T16:58:08.200279012Z,167.8000030517578
2024-02-11T16:58:10.32636157Z,55
2024-02-11T17:00:05.075434549Z,56
2024-02-11T17:00:19.651981925Z,55
2024-02-11T17:00:28.407618959Z,56
2024-02-11T17:01:19.381762531Z,55
2024-02-11T17:01:19.383514637Z,56
2024-02-11T17:01:29.474947971Z,55
2024-02-11T17:02:02.113037715Z,56
2024-02-11T17:02:14.205607495Z,56
2024-02-11T17:02:22.206212497Z,55
2024-02-11T17:02:22.559288991Z,56
2024-02-11T17:02:36.806195419Z,56
2024-02-11T17:02:39.166208314Z,57
2024-02-11T17:02:52.898000306Z,63
2024-02-11T17:02:55.111433766Z,66
2024-02-11T17:02:57.303864838Z,68
2024-02-11T17:03:09.987563107Z,67
2024-02-11T17:03:15.577397882Z,173.8000030517578
2024-02-11T17:03:15.578795207Z,66
2024-02-11T17:03:15.957377523Z,65
2024-02-11T17:03:24.88465349Z,64
2024-02-11T17:03:28.920893206Z,63
2024-02-11T17:03:31.000846071Z,171.8000030517578
2024-02-11T17:03:33.912513616Z,63
2024-02-11T17:03:39.644147256Z,62
2024-02-11T17:03:40.288048946Z,61
2024-02-11T17:03:47.07968199Z,60
2024-02-11T17:04:03.223397305Z,59
2024-02-11T17:04:20.422658262Z,58
2024-02-11T17:04:52.109319755Z,57
2024-02-11T17:04:54.126951112Z,168.8000030517578
2024-02-11T17:04:56.22831818Z,57
2024-02-11T17:05:44.901831912Z,168.8000030517578
2024-02-11T17:05:48.588224488Z,56
2024-02-11T17:05:57.457472042Z,57
2024-02-11T17:06:00.588364295Z,168.8000030517578
2024-02-11T17:06:05.774110602Z,57
2024-02-11T17:06:15.272103324Z,56
2024-02-11T17:06:19.846130161Z,56
2024-02-11T17:06:24.562026086Z,56
2024-02-11T17:06:50.425790506Z,56
2024-02-11T17:07:14.514877547Z,56
2024-02-11T17:07:30.706334897Z,57
2024-02-11T17:07:41.674433969Z,56
2024-02-11T17:07:53.967430173Z,56
2024-02-11T17:07:59.800356193Z,56
2024-02-11T17:08:11.772586681Z,56
2024-02-11T17:08:17.912501914Z,56
2024-02-11T17:08:41.809408891Z,56
2024-02-11T17:08:46.098075958Z,57
2024-02-11T17:09:06.285171839Z,168.8000030517578
2024-02-11T17:09:07.374113609Z,57
2024-02-11T17:09:21.617304886Z,168.8000030517578
2024-02-11T17:09:26.292012418Z,57
2024-02-11T17:09:50.58225926Z,58
2024-02-11T17:10:01.294629482Z,59
2024-02-11T17:10:09.917286637Z,60
2024-02-11T17:10:23.015603704Z,59
2024-02-11T17:10:39.83741549Z,58
2024-02-11T17:11:16.488734337Z,57
2024-02-11T17:12:12.32742804Z,56
2024-02-11T17:13:02.000603986Z,55
2024-02-11T17:13:06.226201364Z,54
2024-02-11T17:13:57.771924826Z,55
2024-02-11T17:14:00.844032082Z,57
2024-02-11T17:14:02.396555737Z,59
2024-02-11T17:14:06.030065401Z,61
2024-02-11T17:14:06.033110255Z,63
2024-02-11T17:14:08.969963669Z,64
2024-02-11T17:14:10.437376259Z,65
2024-02-11T17:14:13.58565951Z,67
2024-02-11T17:14:23.363797489Z,65
2024-02-11T17:14:24.029097261Z,64
2024-02-11T17:14:27.891082612Z,62
2024-02-11T17:14:30.294076977Z,61
2024-02-11T17:14:32.590969376Z,60
2024-02-11T17:14:32.592299941Z,59
2024-02-11T17:14:36.363050537Z,157
2024-02-11T17:14:38.433532629Z,58
2024-02-11T17:14:40.53057269Z,57
2024-02-11T17:14:46.015809305Z,56
2024-02-11T17:14:49.198120335Z,55
2024-02-11T17:14:51.472759538Z,54
2024-02-11T17:14:59.086833905Z,155
2024-02-11T17:15:00.861048195Z,53
2024-02-11T17:15:17.678982209Z,52
2024-02-11T17:15:32.416467657Z,154
2024-02-11T17:15:34.423138411Z,52
2024-02-11T17:15:37.501346544Z,51
2024-02-11T17:16:20.415865844Z,165.8000030517578
2024-02-11T17:16:38.5880022Z,51
2024-02-11T17:16:43.344639439Z,165.8000030517578
2024-02-11T17:16:45.492230892Z,51
2024-02-11T17:16:57.508770749Z,52
2024-02-11T17:16:59.526475194Z,154
2024-02-11T17:17:01.617991117Z,52
2024-02-11T17:17:25.870786226Z,154
2024-02-11T17:17:27.803118581Z,52
2024-02-11T17:17:29.731519402Z,154
2024-02-11T17:17:31.691309224Z,52
2024-02-11T17:17:59.659843056Z,154
2024-02-11T17:17:59.662684654Z,52
2024-02-11T17:18:08.659960279Z,53
2024-02-11T17:18:13.651539865Z,56
2024-02-11T17:18:16.692507097Z,59
2024-02-11T17:18:18.570872585Z,63
2024-02-11T17:18:21.070777592Z,67
2024-02-11T17:18:24.039052903Z,69
2024-02-11T17:18:25.581292257Z,70
2024-02-11T17:18:28.197885521Z,69
2024-02-11T17:18:32.190375554Z,68
2024-02-11T17:18:34.072625619Z,67
2024-02-11T17:18:35.736377976Z,65
2024-02-11T17:18:38.259091343Z,64
2024-02-11T17:18:40.113868009Z,63
2024-02-11T17:18:42.958086688Z,62
2024-02-11T17:18:44.490184005Z,61
2024-02-11T17:18:47.672976139Z,59
2024-02-11T17:18:51.90895442Z,58
2024-02-11T17:18:53.778236855Z,57
2024-02-11T17:18:58.350949554Z,56
2024-02-11T17:19:00.275174899Z,55
2024-02-11T17:19:04.420625248Z,54
2024-02-11T17:19:12.556118553Z,53
2024-02-11T17:19:31.403972866Z,52
2024-02-11T17:19:31.996954904Z,154
2024-02-11T17:19:32.814940483Z,52
2024-02-11T17:19:36.882093126Z,51
2024-02-11T17:19:48.660121431Z,51
2024-02-11T17:20:30.895904083Z,165.8000030517578
2024-02-11T17:20:33.045985652Z,51
2024-02-11T17:20:39.689572783Z,52
2024-02-11T17:20:40.192898986Z,166.8000030517578
2024-02-11T17:20:42.094595597Z,56
2024-02-11T17:20:44.778586292Z,62
2024-02-11T17:20:51.877436478Z,63
2024-02-11T17:20:51.883472542Z,61
2024-02-11T17:20:55.056222605Z,60
2024-02-11T17:20:55.344598007Z,57
2024-02-11T17:20:57.72565885Z,55
2024-02-11T17:21:03.65132744Z,53
2024-02-11T17:21:03.656676271Z,51
2024-02-11T17:21:04.790576418Z,48
2024-02-11T17:21:10.704038038Z,46
2024-02-11T17:21:11.552955548Z,44
2024-02-11T17:21:14.393840059Z,43
2024-02-11T17:21:15.853319404Z,42
2024-02-11T17:21:19.123975198Z,41
2024-02-11T17:21:24.018642514Z,40
2024-02-11T17:21:27.014992518Z,39
2024-02-11T17:21:29.482716984Z,38
2024-02-11T17:21:31.619058052Z,39
2024-02-11T17:21:40.617073306Z,38
